,Identifiant,ft_2_categ,EXPO,ft_4_categ,ft_5_categ,ft_6_categ,ft_7_categ,ft_8_categ,ft_9_categ,ft_10_categ,ft_11_categ,ft_12_categ,ft_13_categ,ft_14_categ,ft_15_categ,ft_16_categ,ft_17_categ,ft_18_categ,ft_19_categ,superficief,ft_21_categ,ft_22_categ,ft_23_categ,ft_24_categ,Insee
7991,347,2012,"0,74863388",0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,1139.0,2,1960.0,0.0,   6,63113
7992,4015,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1387.0,1,1988.0,0.0,   .,73103
7993,11474,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,500.0,1,1930.0,0.0,   2,73065
7994,15615,2015,"0,747945205",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,300.0,1,1970.0,0.3,   3,91161
7995,9513,2012,1,1,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,5310.0,4,1965.0,0.0,   7,06083
7996,10925,2012,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,4974.0,1,1974.0,0.0,   9,05177
7997,9148,2015,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4990.0,4,,0.0,   .,06088
7998,14659,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4850.0,2,1960.0,0.0,   .,38138
7999,3352,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1070.0,2,,0.0,   .,57663
8000,18783,2014,1,0,V,N,3,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,2056.0,1,2005.0,0.0,   5,73128
8001,10531,2014,"0,997260274",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,2000.0,2,1940.0,0.6,   5,42218
8002,15879,2012,"0,459016393",1,V,N,1,O,1,O,N,O,O,O,AUTRE,IDENTIQUE,V,base,1,554.0,1,1900.0,0.0,   3,45234
8003,17506,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1712.0,2,2008.0,0.6,   4,29239
8004,1880,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,699.0,2,1980.0,0.0,   .,34003
8005,16811,2012,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,770.0,2,1960.0,0.0,   4,59183
8006,2338,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,450.0,2,1960.0,0.0,   .,38544
8007,13124,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,5657.0,2,1988.0,0.0,   .,34129
8008,14030,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1765.0,4,1980.0,0.0,   .,75109
8009,4427,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1522.0,1,1988.0,0.0,   .,74190
8010,9994,2013,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,1,797.0,2,1990.0,0.6,   4,57209
8011,4728,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,150.0,3,1960.0,0.0,   .,92035
8012,13792,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,8950.0,1,1988.0,0.0,   .,17300
8013,8838,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,697.0,4,1980.0,0.0,   .,06104
8014,9277,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,700.0,4,1960.0,0.0,   .,75111
8015,2806,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,5205.0,2,1980.0,0.0,   .,68278
8016,592,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,V,base,2,320.0,1,,0.0,   .,13020
8017,16717,2014,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,1800.0,2,1957.0,0.3,   6,13202
8018,9312,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,688.0,3,,0.0,   .,94079
8019,8078,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2060.0,2,,0.0,   .,62667
8020,5113,2012,1,1,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1573.0,2,1970.0,0.0,   3,57227
8021,1502,2014,1,0,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,effpi,2,1200.0,2,1950.0,1.0,   7,13201
8022,11946,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,180.0,3,1960.0,0.0,   .,59350
8023,7206,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600.0,1,1988.0,0.0,   .,73099
8024,13953,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800.0,3,1960.0,0.0,   .,92051
8025,8812,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,820.0,4,1980.0,0.0,   .,06083
8026,8635,2012,"0,920765027",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,165.0,2,,0.0,   .,57022
8027,14693,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,20818.0,3,1988.0,0.0,   .,93005
8028,16503,2012,1,1,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,pi,2,900.0,4,1910.0,0.0,   6,75114
8029,6008,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,450.0,1,1960.0,0.0,   .,88196
8030,10181,2016,"0,99726776",1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,300.0,2,1930.0,0.0,   3,13213
8031,12450,2012,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1200.0,2,1961.0,0.3,   4,69259
8032,17678,2012,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1195.0,1,1960.0,0.0,   4,37261
8033,3780,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,480.0,2,,0.0,   .,04176
8034,538,2014,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,1,590.0,2,1960.0,0.0,   5,76351
8035,14848,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200.0,1,1960.0,0.0,   .,63430
8036,15973,2016,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1150.0,3,1989.0,0.0,   5,2A004
8037,10688,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,5000.0,3,1980.0,0.0,   .,93046
8038,4022,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4700.0,2,1988.0,0.0,   .,13207
8039,10877,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,750.0,4,1980.0,0.0,   .,06004
8040,15138,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,660.0,3,1960.0,0.0,   .,59368
8041,8875,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000.0,4,,0.0,   .,06083
8042,5151,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,712.0,1,1960.0,0.0,   .,43157
8043,5788,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,693.0,1,1960.0,0.0,   .,13004
8044,10378,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1550.0,2,,0.0,   .,76259
8045,18963,2012,"0,06010929",0,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,base,2,1400.0,1,1980.0,0.0,   4,42304
8046,18034,2014,1,1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,1,9182.0,3,1974.0,0.0,   8,59350
8047,12532,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2500.0,2,1988.0,0.0,   .,30189
8048,8586,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2450.0,4,,0.0,   .,06123
8049,11840,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,250.0,1,1960.0,0.0,   .,37261
8050,18342,2012,"0,967213115",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1000.0,1,1960.0,0.0,   4,13004
8051,1428,2012,"0,038251366",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,912.0,2,1960.0,0.0,   .,21231
8052,6206,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,900.0,2,1980.0,0.0,   .,83137
8053,15609,2015,1,0,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,base,2,1550.0,1,1972.0,0.0,   4,05004
8054,18798,2016,"0,99726776",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1972.0,2,1999.0,0.0,   4,95197
8055,8780,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1356.0,4,,0.0,   .,06088
8056,454,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,7200.0,2,1980.0,0.0,   .,62193
8057,663,2012,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,450.0,3,1980.0,0.0,   .,92050
8058,1188,2014,"0,068493151",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,511.0,1,1980.0,0.0,   .,86194
8059,16052,2015,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1692.0,3,2007.0,0.0,   5,93032
8060,5304,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,880.0,1,1980.0,0.0,   .,19031
8061,7247,2016,"0,99726776",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,2241.0,2,2004.0,0.0,   3,40209
8062,9202,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,500.0,2,,0.0,   .,13206
8063,12889,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2408.0,1,1988.0,0.0,   .,17300
8064,7786,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,440.0,2,1920.0,0.0,   3,26198
8065,12234,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2220.0,1,,0.0,   .,15014
8066,3366,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1000.0,2,1998.0,0.3,   2,62201
8067,8084,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,250.0,2,,0.0,   .,62516
8068,15110,2013,"0,164383562",0,V,N,3,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,470.0,2,1996.0,0.3,   2,38507
8069,12767,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1750.0,1,1988.0,0.0,   .,22215
8070,12427,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1200.0,2,1960.0,0.0,   5,13207
8071,1398,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,760.0,2,1960.0,0.0,   .,21231
8072,1136,2016,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,575.0,2,1890.0,0.0,   4,13001
8073,5552,2014,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,780.0,2,1900.0,0.0,   5,13201
8074,1420,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,6252.0,2,1980.0,0.0,   .,34902
8075,5910,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,320.0,1,1960.0,0.0,   .,05061
8076,18769,2013,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,5640.0,2,2012.0,0.0,   5,42218
8077,13003,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,634.0,1,1960.0,0.0,   .,91174
8078,5243,2012,1,0,V,N,2,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,base,2,5013.0,1,1970.0,0.0,   7,74133
8079,16704,2014,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1535.0,2,1965.0,0.6,   5,76259
8080,9206,2012,"0,868852459",1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,600.0,4,1988.0,0.0,   .,06088
8081,212,2014,0,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1100.0,4,,0.0,   .,75116
8082,5840,2014,0,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,630.0,1,,0.0,   .,63032
8083,13703,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2740.0,4,1960.0,0.0,   .,75119
8084,12212,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1400.0,4,1980.0,0.0,   .,06088
8085,7978,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1250.0,2,,0.0,   .,42218
8086,9120,2016,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,602.0,3,1960.0,0.0,   4,59368
8087,7025,2015,"0,98630137",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,850.0,2,1960.0,0.6,   5,13001
8088,8324,2012,"0,163934426",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4513.0,3,,0.0,   .,38185
8089,8513,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1000.0,4,,0.0,   .,06029
8090,18830,2012,"0,333333333",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,1100.0,2,1975.0,0.0,   7,64122
8091,15493,2012,1,0,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,2578.0,3,1900.0,0.0,   5,59350
8092,10394,2014,"0,997260274",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,650.0,2,1960.0,0.0,   .,51454
8093,5908,2014,"0,41369863",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,200.0,2,1960.0,0.0,   .,34324
8094,18811,2016,"0,99726776",1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,1128.0,2,1993.0,0.0,   3,69294
8095,14899,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,700.0,2,1960.0,0.0,   .,13207
8096,181,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,250.0,2,1950.0,0.0,   3,83137
8097,17138,2016,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1050.0,2,1972.0,0.0,   4,59340
8098,7470,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,2,,1,2004.0,V,   .,
8099,14645,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1200.0,4,1980.0,0.0,   .,75111
8100,16603,2014,1,0,V,N,1,O,1,O,N,N,O,O,AUTRE,IDENTIQUE,V,base,2,160.0,4,1950.0,0.3,   4,75117
8101,7223,2016,"0,99726776",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,2100.0,2,1900.0,0.3,   8,13207
8102,5082,2015,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,800.0,2,1900.0,0.6,   4,13201
8103,19475,2016,"0,967213115",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,420.0,2,1810.0,0.6,   4,38559
8104,12483,2013,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,420.0,2,1960.0,0.0,   .,64009
8105,18947,2013,1,1,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,effpi,2,982.0,3,1950.0,0.0,   4,92026
8106,4219,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3150.0,2,1988.0,0.0,   .,95183
8107,10529,2015,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,2000.0,3,1980.0,0.6,   7,2A004
8108,16380,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,800.0,2,1995.0,0.3,   3,68297
8109,4253,2013,1,0,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,effpi,2,3674.0,1,1983.0,0.0,   5,74173
8110,1043,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300.0,1,1960.0,0.0,   .,58117
8111,11423,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,635.0,2,1980.0,0.0,   .,56121
8112,4381,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,320.0,4,1980.0,0.0,   .,06104
8113,7577,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,5590.0,2,1980.0,0.0,   .,30133
8114,6475,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1166.0,2,1960.0,0.0,   .,13205
8115,3706,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,357.0,1,1960.0,0.0,   .,35093
8116,15048,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,11014.0,2,1975.0,0.0,   3,68278
8117,811,2012,"0,833333333",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300.0,1,1960.0,0.0,   .,58194
8118,13554,2013,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,900.0,3,1990.0,0.3,   4,59599
8119,17498,2013,1,0,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,1512.0,2,2008.0,0.3,   4,66037
8120,18003,2013,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,3650.0,2,1980.0,0.0,   5,77373
8121,5177,2013,1,1,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,5424.0,3,,0.0,   .,94038
8122,1812,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1050.0,1,1960.0,0.0,   .,88196
8123,16086,2016,1,0,V,N,2,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,2250.0,1,1980.0,0.0,   3,63075
8124,17032,2012,1,0,V,N,1,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,base,2,220.0,3,1930.0,0.3,   4,59350
8125,10697,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,858.0,2,1980.0,0.0,   .,83069
8126,16841,2013,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1619.0,2,1960.0,0.0,   4,78513
8127,11101,2016,"0,084699454",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,145.0,2,1960.0,0.0,   .,14754
8128,3767,2012,1,0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,450.0,2,1900.0,0.0,   4,13205
8129,18371,2013,"0,293150685",1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,2,924.0,2,1900.0,0.0,   4,13205
8130,16889,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,base,2,310.0,3,1900.0,0.3,   1,33063
8131,18778,2013,"0,739726027",0,V,V,V,V,V,V,V,V,V,V,V,V,V,V,2,,4,1900.0,V,   .,
8132,17807,2016,"0,99726776",1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,base,2,7592.0,3,1957.0,0.0,   7,92051
8133,17790,2013,"0,495890411",1,V,N,2,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,V,2,12961.0,4,2006.0,0.0,   6,06088
8134,18458,2015,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,2000.0,3,1965.0,0.0,   6,94068
8135,7594,2015,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,240.0,2,1960.0,0.0,   .,31555
8136,15669,2014,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,1388.0,2,1945.0,0.3,   5,13206
8137,7678,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1800.0,2,1980.0,0.0,   .,83144
8138,6934,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2020.0,1,1988.0,0.0,   .,88075
8139,8439,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,1400.0,2,1988.0,0.3,   3,64102
8140,11945,2014,"0,997260274",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300.0,3,1960.0,0.0,   .,59350
8141,14701,2013,0,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4600.0,4,1960.0,0.0,   .,06088
8142,14551,2015,1,1,V,N,3,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,2800.0,4,1940.0,0.0,   8,06012
8143,14169,2016,"0,99726776",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,4500.0,2,1988.0,0.0,   .,59426
8144,15515,2012,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,450.0,4,1920.0,0.0,   4,06012
8145,17185,2013,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,370.0,2,1900.0,0.3,   4,83107
8146,8743,2015,"0,41369863",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,550.0,4,,0.0,   .,06159
8147,10885,2016,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1569.0,1,1980.0,0.0,   .,74143
8148,5376,2014,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,551.0,2,1960.0,0.0,   .,13205
8149,540,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,329.0,2,1960.0,0.0,   .,76351
8150,6313,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,750.0,2,1988.0,0.0,   .,64129
8151,18464,2014,1,1,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,effpi,2,170.0,3,1950.0,0.0,   2,93029
8152,9820,2013,1,0,V,N,1,O,2,O,N,N,O,N,AUTRE,IDENTIQUE,V,pi,1,790.0,2,1900.0,0.0,   3,90009
8153,8264,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800.0,3,1960.0,0.0,   .,2B033
8154,19928,2016,"0,25136612",1,V,N,2,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,pi,2,5998.0,1,1975.0,0.0,   5,33249
8155,10638,2014,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,800.0,4,1980.0,0.0,   .,06012
8156,2103,2012,1,0,V,N,1,O,1,O,N,N,N,O,AUTRE,IDENTIQUE,V,pi,1,250.0,1,1900.0,0.0,   4,02408
8157,14143,2012,"0,24863388",1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1.0,4,1988.0,0.0,   .,06089
8158,2959,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1030.0,3,1960.0,0.0,   .,54395
8159,16823,2012,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,3325.0,2,1980.0,0.0,   5,78646
8160,16137,2014,1,1,V,N,2,O,1,O,N,O,O,N,AUTRE,IDENTIQUE,V,pi,2,1650.0,3,1965.0,0.0,   4,94068
8161,105,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1665.0,2,1980.0,0.0,   .,14118
8162,4083,2016,"0,99726776",0,V,N,1,O,1,O,N,O,N,N,AUTRE,IDENTIQUE,V,base,2,600.0,2,1900.0,0.0,   3,39097
8163,13190,2016,"0,989071038",0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1520.0,3,1980.0,0.0,   .,93066
8164,14212,2012,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,290.0,3,1960.0,0.0,   .,94003
8165,5241,2015,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,7500.0,2,1980.0,0.0,   .,13213
8166,16077,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,200.0,2,1900.0,0.0,   2,66180
8167,10296,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,300.0,1,1980.0,0.0,   .,63032
8168,15359,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,499.0,2,2007.0,0.3,   3,62261
8169,4092,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2844.0,4,1960.0,0.0,   .,06104
8170,15402,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,2,7259.0,2,2009.0,0.0,   8,13209
8171,17475,2012,1,1,V,N,3,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,3887.0,1,2011.0,0.0,   3,91044
8172,19094,2014,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,2000.0,3,1940.0,0.3,   5,2A004
8173,3735,2012,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,675.0,1,,0.0,   .,42187
8174,7946,2014,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,710.0,3,,0.0,   .,83137
8175,10036,2013,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1350.0,2,,0.0,   .,83061
8176,19930,2016,"0,418032787",0,V,N,1,O,1,O,N,N,O,N,AUTRE,IDENTIQUE,V,base,2,2410.0,1,1988.0,0.0,   6,19031
8177,12713,2013,1,1,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,279.0,4,1980.0,0.0,   .,06088
8178,19645,2016,"0,99726776",0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,base,1,1100.0,1,2010.0,0.6,   2,91657
8179,18500,2015,1,1,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,effpi,2,5020.0,3,1990.0,0.0,   5,92035
8180,8809,2012,1,0,V,N,1,O,1,O,N,N,N,N,AUTRE,IDENTIQUE,V,pi,2,4000.0,4,1960.0,0.0,   5,06136
8181,3542,2015,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,671.0,2,1960.0,0.0,   .,38306
8182,9871,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,2780.0,2,1988.0,0.0,   .,66171
8183,2809,2016,1,0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,3346.0,2,1980.0,0.0,   .,68278
8184,7451,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1067.0,2,1988.0,0.0,   .,38068
8185,10841,2012,1,0,N,V,V,V,V,V,V,V,V,V,V,V,N,base,2,1300.0,2,1960.0,0.0,   .,26058
8186,3707,2016,"0,99726776",0,V,V,V,V,V,V,V,V,V,V,V,V,N,base,2,357.0,1,1960.0,0.0,   .,35093
